County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
Kings,715736,Store,JAC,1624 SMOKE SHOP CORP,1624 SMOKE SHOP,1624,NEWKIRK AVE,,,BROOKLYN,NY,11226,0,POINT (-73.961845 40.636247)
Nassau,715735,Store,JAC,AKSHAR 705 INC,BREAD & BUTTER CONVENIE,705,PORT WASHINGTON BLVD,,,PORT WASHINGTON,NY,11050,1000,POINT (-73.683055 40.826383)
Westchester,715728,Store,A,J B AUTO CENTER LTD,SERVICE CENTER,1063,YONKERS AVE,,,YONKERS,NY,10704,600,POINT (-73.85751 40.913624)
Kings,715727,Store,A,DR DELI GROCERY NY CORP,DR DELI GROCERY NY,1292,FLATBUSH AVE,,,BROOKLYN,NY,11226,800,POINT (-73.953875 40.638706)
Essex,715726,Store,JAC,ALEEZE ENTERPRISES INC,EXIT 29 SUNOCO,4007,BLUE RIDGE RD,,,NORTH HUDSON,NY,12855,0,POINT (-73.733527 43.951407)
Bronx,715724,Store,JAC,157 MATANZA DELI GROCERY INC,157 MATANZA DELI GROCER,157,WEST 169TH ST,,,BRONX,NY,10452,1200,POINT (-73.925277 40.840171)
Kings,715720,Store,JAC,SKYLIGHT HOLDINGS 2 INC,MARKETPLACE BY KEYFOOD,617,5TH AVE,,,BROOKLYN,NY,11215,7000,POINT (-73.990942 40.663732)
Nassau,715715,Store,JAC,MINEOLA SMOKE & CARD CORP,MINEOLA SMOKE & CARD,428,JERICHO TPKE,,,MINEOLA,NY,11501,1200,POINT (-73.652707 40.745338)
Kings,715713,Store,JAC,CARROLL GARDEN DELI GROCERY INC,CARROLL GARDEN DELI GRO,245,COLUMBIA ST,,,BROOKLYN,NY,11231,1100,POINT (-74.003157 40.684055)
Kings,715712,Store,JACDHK,CITY OF SAINTS COFFEE ROASTER LLC,CITY OF SAINTS COFFEE R,297,MESEROLE ST,,,BROOKLYN,NY,11206,3000,POINT (-73.936028 40.708757)
Ulster,715711,Store,JAC,ALZANAM ASSAMET,NY GROCERY DELI,702,BROADWAY,,,KINGSTON,NY,12401,1500,POINT (-74.008762 41.931155)
Queens,715702,Store,JAC,EXPRESS DELI AT 715 FAIRVIEW CORP,EXPRESS DELI AT 715 FAI,715,FAIRVIEW AVE,,,RIDGEWOOD,NY,11385,1000,POINT (-73.90395 40.705568)
Queens,715700,Store,JABC,NEW BEGINNING 1883 CORP,VITELIOS MARKET PLACE,1881-1883,MADISON ST,,,RIDGEWOOD,NY,11385,6000,POINT (-73.904291 40.703813)
Nassau,715698,Store,JAC,BELMONT DELI & GRILL INC.,BELLMONT DELI & GRILL,139,HEMPSTEAD TPKE,,,ELMONT,NY,11003,1300,POINT (-73.721827 40.709139)
Bronx,715688,Store,JAC,AMBER DELI GROCERY CORP,AMBER DELI GROCERY,565,PROSPECT AVE,,,BRONX,NY,10455,1000,POINT (-73.904382 40.812627)
Orange,715684,Store,JAC,EL ZAPATA DELI GROCERYS LLC,EL ZAPATA DELI GROCERYS,1,N MAIN ST,,,MONROE,NY,10950,1000,POINT (-74.187179 41.328998)
Bronx,715683,Store,JAC,YOUR CHOICE DELI GROCERY CORP,YOUR CHOICE DELI GROCER,2363,VALENTINE AVE,,,BRONX,NY,10458,800,POINT (-73.897439 40.85861)
Suffolk,715682,Store,JAC,TORITO CHAPIN DELI AND GRCRY  INC,TORITO DELI AND GROCERY,669,FLANDERS RD,,,RIVERHEAD,NY,11901,1000,POINT (-72.636033 40.909552)
Bronx,715672,Store,JAC,FRUIT MARKET OF KINGS LLC,FRUIT MARKET OF KINGS,31-26,PERRY AVE,,,BRONX,NY,10467,0,POINT (-73.87841 40.873257)
Queens,715666,Store,JAC,GRANDE MUNDO LLC,GRANDE MUNDO SUPERMARKE,42-16,JUNCTION BLVD,,,CORONA,NY,11368,5000,POINT (-73.868136 40.745815)
New York,715664,Store,JAC,XIU FENG LIN,FSL GINSENG CO,88,"EAST BROADWAY, STORE#143B",,,NEW YORK,NY,10002,400,POINT (-73.993699 40.713772)
Erie,715663,Store,JAC,LIQUOR AND CONVENIENT EXPRESS INC,LIQUOR AND CONVENIENT E,1624,WILLIAM ST UNIT 1,,,BUFFALO,NY,14206,2500,POINT (-78.810434 42.884746)
Kings,715662,Store,JAC,NEW BLONDIE FOOD CORP,NEW BLONDIE FOOD,607,GREENWOOD AVE,,,BROOKLYN,NY,11218,1500,POINT (-73.975437 40.651571)
Queens,715657,Store,JAC,31ST AVE DELI CORP,31ST AVE DELI,50-27,31ST AVE,,,WOODSIDE,NY,11377,0,POINT (-73.908078 40.757102)
Richmond,715649,Store,A,A & N 99 C PLUS INC,A & N 99 C PLUS,480,TARGEE ST,,,STATEN ISLAND,NY,10304,1000,POINT (-74.084687 40.615392)
Otsego,715646,Store,A,KPH HEALTHCARE SERVICES INC,KINNEY DRUGS #45,10,MAIN ST,,,RICHFIELD SPRINGS,NY,13439,11000,POINT (-74.995713 42.855969)
Rockland,715640,Store,JAC,ADAMS CHOCOLATE LLC,ADAMS CHOCOLATE,150,BURD ST,,,NYACK,NY,10960,0,POINT (-73.922317 41.091125)
New York,715636,Store,JAC,ALI 2023 DELI & GROCERY LLC,ALI 2023 DELI & GROCERY,2023,SEVENTH AVE,,,NEW YORK,NY,10027,2000,POINT (-73.949977 40.806573)
Queens,715629,Store,JACDH,STANLEYS FOODS INC,STANLEYS FOODS,54-01,METROPOLITAN AVE,,,RIDGEWOOD,NY,11385,800,POINT (-73.910405 40.713167)
Broome,715625,Store,JAC,HLP 1308 CORP,FRIENDLY FOOD MART,1308,E MAIN ST,,,ENDICOTT,NY,13760,2240,POINT (-76.047125 42.099069)
Kings,715622,Store,JAC,EASY STUYVESANT DELI CORP,EASY STUYVESANT DELI,186,STUYVESANT AVE,,,BROOKLYN,NY,11221,500,POINT (-73.933221 40.688819)
Bronx,715619,Store,JAC,2891 FOOD CORP,C-TOWN SUPERMARKET,2891,SEDGWICK AVE,,,BRONX,NY,10468,5200,POINT (-73.901328 40.874841)
Kings,715617,Store,A,JJ 99 CENTS DISCOUNT INC,JJ 99 CENTS DISCOUNT,135,HAVEMEYER ST,,,BROOKLYN,NY,11211,1500,POINT (-73.957207 40.712116)
Suffolk,715610,Store,A,CVS ALBANY LLC,CVS 922,499,MONTAUK HWY,,,WEST ISLIP,NY,11795,0,POINT (-73.307795 40.696867)
Albany,715609,Store,A,CVS ALBANY LLC,CVS 1090,416,ROUTE 9W,,,GLENMONT,NY,12077,13225,POINT (-73.792404 42.601081)
New York,715604,Store,JAC,9-11 DELI CORP,CENTRAL PARK ORGANIC DE,9,W 110TH ST,,,NEW YORK,NY,10026,1500,POINT (-73.950172 40.797278)
Onondaga,715600,Store,JAC,ALNAJAFEE DELI & GROCERY INC,ALNAJAFEE DELI & GROCER,1215,LODI ST,,,SYRACUSE,NY,13203,2000,POINT (-76.145176 43.058911)
Bronx,715599,Store,JAC,SAL 845 INC,CONCOURSE GOURMET,845,CONCOURSE VILLAGE WEST,,,BRONX,NY,10451,1600,POINT (-73.921858 40.825528)
Kings,715598,Store,JAC,2924 MINI MART CORP,2924 MINI MART,2924,AVENUE R,,,BROOKLYN,NY,11229,2000,POINT (-73.943372 40.607374)
Dutchess,715597,Store,JAC,QUALITY PETROLEUM INC,DOVER MOBIL,1782,ROUTE 22,,,WINGDALE,NY,12594,2000,POINT (-73.563017 41.64673)
Erie,715592,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE,12775,BROADWAY,,,ALDEN,NY,14004,8000,POINT (-78.510471 42.895072)
Westchester,715589,Store,JAC,CANDY ROX II LLC,CANDY ROX,66,PONDFIELD RD,,,BRONXVILLE,NY,10708,1350,POINT (-73.833548 40.940722)
Kings,715579,Store,JAC,BANDERAS FOOD CORP,BANDERAS FOOD,388,CENTRAL AVE,,,BROOKLYN,NY,11221,3000,POINT (-73.917945 40.693982)
Kings,715572,Store,JAC,385 MYRTLE AVENUE INC,DUNCANS FISH MARKET,385,MYRTLE AVE,,,BROOKLYN,NY,11205,1200,POINT (-73.970505 40.693157)
Kings,715567,Store,A,ROCKAWAY DOLLAR STORE INC,DOLLAR STORE,1455,ROCKAWAY PARKWAY,,,BROOKLYN,NY,11236,1500,POINT (-73.901783 40.644658)
Westchester,715566,Store,JAC,MOUNT MART INC,MOUNT MART,140,W SANFORD BLVD,,,MOUNT VERNON,NY,10550,1900,POINT (-73.838262 40.898191)
Monroe,715564,Store,JACW,KNUCKLEHEAD CRAFT BREWING LLC,KNUCKLEHEAD CRAFT BREW,426,RIDGE RD,,,WEBSTER,NY,14580,40000,POINT (-77.512269 43.205644)
Ontario,715563,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 15283,7463,RT 5 & 20,,,BLOOMFIELD,NY,14469,0,POINT (-77.442087 42.896856)
Kings,715561,Store,JAC,560 GROCERY & FOOD CORP,560 GROCERY & FOOD,560,REMSEN AVE,,,BROOKLYN,NY,11236,1000,POINT (-73.920224 40.653027)
Queens,715560,Store,JAC,JOO YOUNG CHUN,JS MANAGEMENT,214-14,73RD  AVE,,,BAYSIDE,NY,11364,150,POINT (-73.759631 40.740402)
Queens,715559,Store,JAC,77 GOURMET DELI INC,77 GOURMET DELI,77-20,101 AVENUE,,,OZONE PARK,NY,11416,600,
Kings,715558,Store,JAC,SUNRISE EXPRESS DELI INC,SUNRISE EXPRESS DELI,72,RALPH AVE,,,BROOKLYN,NY,11221,500,POINT (-73.923663 40.687663)
Westchester,715549,Store,JAC,NARVAEZ FOOD MARKET INC,LA PLACITA MINI MARKET,152,S HIGHLAND AVE,,,OSSINING,NY,10562,3000,POINT (-73.860334 41.14933)
Kings,715547,Store,A,LUCKY SUNSHINE GROCERY INC,LUCKY SUNSHINE GROCERY,6514,14TH AVE 1ST FL,,,BROOKLYN,NY,11219,2000,POINT (-73.999722 40.624282)
Bronx,715546,Store,JAC,SP BRONX INC,SP BRONX,104,E BURNSIDE AVE,,,BRONX,NY,10453,1800,POINT (-73.905481 40.853104)
Kings,715545,Store,JAC,ES WHOLESOME FOODS OF BROOKLYN,ES WHOLESOME FOODS,98,MONTGOMERY ST,,,BROOKLYN,NY,11225,2000,POINT (-73.961173 40.666605)
Erie,715541,Store,JAC,FIAL-KIBLER LYNN,LODGICAL,1,BUFFALO ST,,,HAMBURG,NY,14075,300,POINT (-78.829309 42.715876)
Onondaga,715538,Store,JAC,CST NEW YORK LLC,CIRCLE K 4707618,6392,E TAFT RD,,,EAST SYRACUSE,NY,13057,3000,POINT (-76.078825 43.127983)
Schenectady,715530,Store,JAC,ADVANCED FRESH CONCEPTS FRANCHISE,AFC SUSHI@PRICE CHOPPER,442,BALLTOWN RD,,,SCHENECTADY,NY,12304,400,POINT (-73.893613 42.776188)
Nassau,715527,Store,A,FULTON VARIETY INC,99 CENT CREAMS,125,FULTON AVE,,,HEMPSTEAD,NY,11550,10000,POINT (-73.632001 40.706702)
Rockland,715524,Store,JAC,SUPER SHIELD FOOD MART INC,SHELL,68,RT 59,,,SPRING VALLEY,NY,10977,0,POINT (-74.033564 41.105506)
Rockland,715522,Store,JAC,AHZ MINI MART CORP,AHZ MINI MART,1,UNION RD,,,SPRING VALLEY,NY,10977,1200,POINT (-74.046107 41.117425)
Queens,715521,Store,JAC,DOLLAR PLUS GROCERY CORP,DOLLAR PLUS GROCERY,107-57,SUTPHIN BLVD,,,JAMAICA,NY,11435,1500,POINT (-73.79944 40.69305)
Kings,715519,Store,JAC,NEW YORK 7 DELI CORP,NEW YORK 7 DELI,586,NEW YORK AVE,,,BROOKLYN,NY,11203,500,POINT (-73.94766 40.66017)
Queens,715518,Store,JAC,MAHI GROCERY INC,MANNAN HALAL SUPERMKT,37-19,73RD ST,,,JACKSON HEIGHTS,NY,11372,3000,POINT (-73.892621 40.748253)
Kings,715515,Store,JAC,LONG FA MARKET INC,LONG FA MARKET,4423,8TH AVE,,,BROOKLYN,NY,11220,1800,POINT (-74.000748 40.643991)
Bronx,715513,Store,JAC,EXPRESS CONVENIENCE STATIONARY CO,EXPRESS CONVENIENCE STA,3500,WHITE PLAINS RD,,,BRONX,NY,10467,700,POINT (-73.866084 40.877566)
Albany,715512,Store,JAC,BASRA INC,CENTRAL SERVICE,1113,CENTRAL AVE,,,ALBANY,NY,12205,1500,POINT (-73.80094 42.689592)
Kings,715511,Store,JAC,CANARSIE ONE STOP MARKET CORP,CANARSIE ONE STOP MARKE,8702,AVENUE L,,,BROOKLYN,NY,11236,1500,POINT (-73.902534 40.634001)
Kings,715508,Store,JAC,MIMINO INTERNATIONAL FOOD INC,MIMINO INTERNATIONAL,2969,OCEAN AVE,,,BROOKLYN,NY,11235,3000,POINT (-73.949431 40.588897)
Erie,715506,Store,JABC,DARK CHOCOLATE MAKERS INC,DARK FOREST CHOCOLATE,11,WEST MAIN ST,,,LANCASTER,NY,14086,1200,POINT (-78.671339 42.901351)
Dutchess,715503,Store,JAC,SUNOCO MART INC,SUNOCO MART,2612,ROUTE 52,,,HOPEWELL JUNCTION,NY,12533,1500,POINT (-73.782918 41.555173)
Ulster,715499,Store,JAC,595 KINGSTON MEAT MARKET CORP,595 KINGSTON MEAT MARKE,595,BROADWAY,,,KINGSTON,NY,12401,8000,POINT (-74.004076 41.929375)
Kings,715494,Store,JAC,M PERRICONE LLC,ANTHONYS BUTCHER & DELI,7324,THIRD AVE,,,BROOKLYN,NY,11209,1200,POINT (-74.027473 40.632251)
Richmond,715473,Store,JABC,WOODROW BAGELS INC,FIESTA MARKET,896,HUGUENOT AVE.,,,STATEN ISLAND,NY,10312,1500,POINT (-74.19216 40.532654)
Kings,715470,Store,JAC,MILAN & NILU CONVENIENCE CORP,7 ELEVEN STORE # 36091A,547,CONEY ISLAND AVE,,,BROOKLYN,NY,11218,3000,POINT (-73.970079 40.643984)
Suffolk,715468,Store,JACDK,AMITYVILLE SUPERSTAR INC,SUPERSTAR BEVERAGE CENT,560,N BROADWAY,,,AMITYVILLE,NY,11701,4000,POINT (-73.421686 40.691212)
Monroe,715464,Store,JAC,SMART MART CORP,SMART MART,799,W MAIN ST,,,ROCHESTER,NY,14611,2700,POINT (-77.63403 43.150756)
Richmond,715457,Store,JAC,S&T FOOD LLC,DYNASTY CONVENIENCE STO,1190,BAY ST,,,STATEN ISLAND,NY,10305,1200,POINT (-74.06623 40.614215)
Sullivan,715454,Store,JAC,LIBERTY FARM PLUS INC,LIBERTY FARM PLUS,178,MILL ST,,,LIBERTY,NY,12754,3400,POINT (-74.736113 41.794134)
New York,715449,Store,JAC,STOP ONE FOOD MARKET INC,STOP ONE FOOD MARKET,748,10TH AVE,,,NEW YORK,NY,10019,1200,POINT (-73.991383 40.76524)
Steuben,715446,Store,A,LEVI HERSHBERGER,COUNTRY VARIETY STORE,2257,SADDLE TREE RD,,,WOODHULL,NY,14898,1000,POINT (-77.476704 42.112381)
Queens,715441,Store,JAC,NEW MIDTOWN DELI & GROCERY INC,NEW MIDTOWN DELI & GROC,35-02,BRADLEY AVE,,,LONG ISLAND CITY,NY,11101,0,POINT (-73.935091 40.736039)
Richmond,715436,Store,JAC,ANSARI AFZAL ALI,OLD BAYVIEW DELI & GROC,858,BAY ST,,,STATEN ISLAND,NY,10304,800,POINT (-74.071853 40.621589)
Oneida,715424,Store,JAC,MORAN FOODS LLC,SAVE-A-LOT #892-4639,801,BLACK RIVER BLVD,,,ROME,NY,13440,8000,POINT (-75.446513 43.220551)
Westchester,715423,Store,JAC,REID KENNETH,R&K GROCERY STORE,56W,SANFORD BLVD,,,MOUNT VERNON,NY,10550,700,POINT (-73.676134 40.969237)
Niagara,715418,Store,A,JOHNS CORNER STORE INC,JOHNS CORNER STORE,1801,NIAGARA AVE,,,NIAGARA FALLS,NY,14305,1200,POINT (-79.039554 43.107682)
Dutchess,715415,Store,JAC,TIVOLI GENERAL LLC,TRIVOLI GENERAL,54A,BROADWAY,,,TIVOLI,NY,12583,450,POINT (-73.909104 42.058574)
Bronx,715414,Store,A,LOYAL DISCOUNT INC,LOYAL DISCOUNT,2901,WHITE PLAINS RD,,,BRONX,NY,10467,1200,POINT (-73.867304 40.868545)
Westchester,715413,Store,A,SLEEPY HOLLOW SERVICE STATION INC,SLEEPY HOLLOW SERVICE S,377,N BROADWAY,,,TARRYTOWN,NY,10591,200,POINT (-73.861265 41.087896)
Nassau,715411,Store,JAC,JTP GAS INC,JTP GAS,139,JERICHO TPKE,,,FLORAL PARK,NY,11001,400,POINT (-73.706192 40.728212)
Kings,715410,Store,JAC,HOLA DELI GROCERY CORP,HOLA DELI GROCERY,5524,4TH AVE,,,BROOKLYN,NY,11220,1600,POINT (-74.016023 40.643245)
Orange,715409,Store,JAC,VG PETROLEUM INC,CITGO MART,28,CARPENTER AVE,,,MIDDLETOWN,NY,10940,3500,POINT (-74.398469 41.446138)
Sullivan,715408,Store,JAC,VADTAL CONVENIENCE CORP,PETES COUNTRY STORE,1041,CTY RT 31,,,GLEN SPEY,NY,12737,1400,
Suffolk,715403,Store,JAC,MONTAUK FISH DOCK INC,MONTAUK FISH DOCK,478,WESTLAKE DR,,,MONTAUK,NY,11954,2000,
Bronx,715400,Store,JAC,B FAMOUS GOURMET DELI CORP,B FAMOUS GOURMET DELI,4201,ONEIDA AVE,,,BRONX,NY,10470,1000,POINT (-73.872458 40.896432)
Schenectady,715399,Store,JAC,MOS FOOD MARKET INC,MOS FOOD MARKET,1575,BECKER ST,,,SCHENECTADY,NY,12304,0,POINT (-73.923093 42.801066)
Wyoming,715392,Store,JAC,JAVA COUNTRY STORE LLC,JAVA COUNTRY STORE,4172,RT 98,,,NORTH JAVA,NY,14113,3000,POINT (-78.337742 42.686541)
Onondaga,715371,Store,JAC,SEMABIA CHRISTIANA,BETTER BRITTLE,2100,"PARK ST, SUITE 310",,,SYRACUSE,NY,13208,450,POINT (-76.16892 43.073049)
Sullivan,715345,Store,JAC,NARROWSBURG SUPERMARKET CORP,PETES MARKET,120,KIRKS RD,,,NARROWSBURG,NY,12764,12300,POINT (-75.056548 41.61205)
Jefferson,715343,Store,JABC,STEINERS GENERAL STORE LLC,STEINERS GENERAL STORE,25511,ST RT 12,,,WATERTOWN,NY,13601,1800,
Richmond,715341,Store,A,QWIK STOP CORP,QWIK STOP,1426,CASTLETON AVE,,,STATEN ISLAND,NY,10302,1200,POINT (-74.130359 40.633987)
Queens,715333,Store,JAC,RIDDHI SIDDHI FOOD INC,FAMILY FARM SUPERMARKET,68-01,79TH STREET,,,MIDDLE VILLAGE,NY,11379,2000,POINT (-73.873429 40.711043)
Allegany,715331,Store,JAC,REID STORES INC,CROSBYS 40052,500,S MAIN ST,,,BOLIVAR,NY,14715,0,POINT (-78.168903 42.062997)
Queens,715328,Store,JAC,LOLAS GROCERY STORE INC,LOLAS GROCERY STORE,8311,GRAND AVE,,,ELMHURST,NY,11373,1500,POINT (-73.883908 40.733424)
Bronx,715326,Store,A,SANTA FRUIT FOOD MARKET INC,SANTA FRUIT FOOD MARKET,2851,WEBSTER AVE,,,BRONX,NY,10458,600,POINT (-73.884588 40.866755)
Queens,715325,Store,JAC,J YING TRADE INC,J YING TRADE,84-38,GRAND AVE,,,ELMHURST,NY,11373,800,POINT (-73.882768 40.734416)
Nassau,715322,Store,JAC,MONTO FOOD MART INC,CITGO QUIK MART,320,FOREST AVE,,,LOCUST VALLEY,NY,11560,800,POINT (-73.608423 40.874672)
Kings,715310,Store,A,FAMILY DOLLAR STORES,FAMILY DOLLAR STORE #31,294-304,MACDOUGAL ST,,,BROOKLYN,NY,11233,0,POINT (-73.908724 40.68055)
Bronx,715309,Store,A,FAMILY DOLLAR STORES,FAMILY DOLLAR STORE #31,3150,WEBSTER AVE,,,BRONX,NY,10467,5000,POINT (-73.875559 40.872282)
Saratoga,715307,Store,JAC,JUST MEATS LLC,JUST MEATS,1023,ST RT 29,,,SCHUYLERVILLE,NY,12871,1500,POINT (-73.626852 43.106109)
Orange,715306,Store,JAC,WARWICK VALLEY OLIVE OIL CO LLC,WARWICK VALLEY OLIVE OI,20,RAILROAD AVE,,,WARWICK,NY,10990,1000,POINT (-74.359849 41.25597)
Queens,715305,Store,JAC,BEST CHOICE CONVENIENCE INC,BEST CHOICE CONVENIENCE,30-03,ASTORIA BLVD,,,ASTORIA,NY,11102,800,POINT (-73.918731 40.770241)
Dutchess,715295,Store,JAC,GOOD NEIGHBOR DELI & GROCERY INC,GOOD NEIGHBOR DELI GROC,32,HARRISON ST,,,POUGHKEEPSIE,NY,12601,1000,POINT (-73.91624 41.702732)
Queens,715294,Store,JAC,J CH - DELI GROCERY INC,J CH - DELI GROCERY,96-04,31ST AVE,,,EAST ELMHURST,NY,11369,3000,POINT (-73.872634 40.760635)
Suffolk,715290,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #5839,564,VETERANS MEMORIAL HWY,,,HAUPPAUGE,NY,11788,0,POINT (-73.209259 40.823134)
Kings,715289,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #5506,2586,LINDEN BLVD,,,BROOKLYN,NY,11208,10000,POINT (-73.869034 40.668395)
Kings,715288,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE  #5551,39,BELMONT AVE,,,BROOKLYN,NY,11212,8600,POINT (-73.908982 40.668635)
Columbia,715287,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE  #1860,450,FAIRVIEW AVE #200,,,HUDSON,NY,12534,9050,POINT (-73.756827 42.280516)
Kings,715286,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE  #5249,2244,CHURCH AVE,,,BROOKLYN,NY,11226,0,POINT (-73.957093 40.650476)
Onondaga,715285,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #5715,1011,W GENESEE ST,,,SYRACUSE,NY,13204,9500,POINT (-76.172109 43.053702)
Onondaga,715284,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #5876,18,E GENESEE ST,,,BALDWINSVILLE,NY,13027,9502,POINT (-76.330892 43.158802)
Lewis,715278,Store,A,DOLHOF HARDWARE INC,DOLHOF TRUEVALUE,4057,CENTER ST,,,LYONS FALLS,NY,13368,5000,POINT (-75.361704 43.618806)
New York,715276,Store,JAC,DING HAO GROCERY INC,DING HAO GROCERY,68,HENRY ST,,,NEW YORK,NY,10002,2000,POINT (-73.994251 40.713033)
Kings,715269,Store,JAC,PATCHEN DELI GROCERY CORP,PATCHEN DELI GROCERY,156,PATCHEN AVE,,,BROOKLYN,NY,11221,600,POINT (-73.926679 40.685975)
Bronx,715264,Store,JAC,ESPINAL GROCERY INC,ESPINAL GROCERY,2820,MARION AVE,,,BRONX,NY,10458,900,POINT (-73.886718 40.86738)
St. Lawrence,715263,Store,JAC,NORSWORTHY JOANNA & LAW WILLIAM,FISHERMANS COVE,6641,STATE HWY 58,,,GOUVERNEUR,NY,13642,1500,POINT (-75.593567 44.408025)
Queens,715262,Store,JAC,SALT AND PEPPER LLC,SLOVIANKA,62-42,FOREST AVE,,,RIDGEWOOD,NY,11385,1500,POINT (-73.905766 40.71222)
Suffolk,715257,Store,JAC,FARMERS MARKET SELDEN INC,HOUSE OF SPICE,1228,MIDDLE COUNTRY RD,,,SELDEN,NY,11784,7500,POINT (-73.055848 40.862643)
Kings,715255,Store,JAC,MILAGRO GROCERY CORP,MILAGRO GROCERY,665,KNICKERBOCKER AVE,,,BROOKLYN,NY,11221,1200,POINT (-73.9117 40.69502)
Suffolk,715254,Store,JAC,AGORA THE LITTLE GREEK MARKET INC,AGORA THE LITTLE GREEK,610,B PIKE ST,,,MATTITUCK,NY,11952,1000,POINT (-72.534424 40.992607)
Bronx,715252,Store,JAC,MEADE DIGITAL ENTERPRISES CORP,FULTON FISH MARKET,800,FOOD CENTER DRIVE UNIT 3-4,,,BRONX,NY,10474,3000,POINT (-73.875812 40.804588)
Queens,715249,Store,JAC,FAMILY CREATION LLC,EDIBLE ARRANGEMENTS,69-21,164 ST #4,,,FRESH MEADOWS,NY,11365,1200,
Oswego,715247,Store,JAC,MS GAS AND FOODMART INC,REDS PALERMO MARKET,4086,NYS RT 3,,,FULTON,NY,13069,3000,
Oneida,715246,Store,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR #3822,1711,GENESEE ST,,,UTICA,NY,13502,8000,POINT (-75.257976 43.088253)
Kings,715236,Store,JAC,LOS CASTILLO MEAT GROC DELI CORP,LOS CASTILLO MEAT GROC,4006,5TH AVE,,,BROOKLYN,NY,11232,2000,POINT (-74.004702 40.650524)
Monroe,715235,Store,A,ALDI INC,ALDI #78,2194,HUDSON AVE,,,ROCHESTER,NY,14617,15800,POINT (-77.600848 43.208608)
Albany,715232,Store,JAC,SHOP-RITE SUPERMARKETS INC,SHOP-RITE SMKT FUEL CT,1728,CENTRAL AVE,,,ALBANY,NY,12205,500,POINT (-73.841516 42.725179)
Bronx,715227,Store,JAC,2374 KING DELI & GROCERY LLC,2374 KING DELI & GROCER,2374,JEROME AVE,,,BRONX,NY,10468,1200,POINT (-73.902472 40.8607)
Kings,715221,Store,JAC,SEVEN DAY CONVENIENCE INC,SEVEN DAY CONVENIENCE,1924,KINGS HWY,,,BROOKLYN,NY,11229,1800,POINT (-73.954048 40.610498)
Onondaga,715220,Store,JAC,TAN A GROCERY STORE LLC,TAN A GROCERY STORE,414,ASH ST,,,SYRACUSE,NY,13208,2000,POINT (-76.148817 43.060725)
Oswego,715219,Store,JAC,CARR BRANDY,CORNER KITCHEN PLUS,2177,COUNTY ROUTE 37,,,CENTRAL SQUARE,NY,13036,1500,
Kings,715212,Store,JAC,APKR INC,APKR,3087,BRIGHTON 4TH ST,,,BROOKLYN,NY,11235,450,POINT (-73.963225 40.577027)
Bronx,715206,Store,JAC,POSHORA MARKET CORP,POSHORA MARKET,2142,& 2144 STARLING AVE,,,BRONX,NY,10462,4000,POINT (-73.853902 40.836185)
Kings,715203,Store,JAC,ACOSTA GROCERY STORE CORP,ACOSTA GROCERY STORE,313,WILSON AVE,,,BROOKLYN,NY,11237,1000,POINT (-73.918702 40.696713)
Onondaga,715202,Store,JAC,SKYLINE 1 EXPRESS INC,SKYLINE 1 EXPRESS,753,JAMES ST,,,SYRACUSE,NY,13203,1000,POINT (-76.141244 43.055907)
Bronx,715201,Store,JAC,735 SUPERMARKET CORP,735 SUPERMARKET,735,E 166TH ST,,,BRONX,NY,10456,0,POINT (-73.902971 40.826599)
Kings,715200,Store,JAC,NEW CARROLL GROCERY & DELI CORP,NEW CARROLL GROCERY & D,142,CARROLL ST,,,BROOKLYN,NY,11231,1500,POINT (-74.000213 40.682087)
Westchester,715193,Store,JAC,PALISADES FUEL INC,SOUTH HIGHLAND PANTRY,197,S HIGHLAND AVE,,,OSSINING,NY,10562,900,POINT (-73.860855 41.145866)
Nassau,715190,Store,JAC,BOLLA OPERATING LI CORP,KINGS MINEOLA C-STORE,449,JERICHO TURNPIKE,,,MINEOLA,NY,11501,1500,POINT (-73.653252 40.745058)
New York,715188,Store,JAC,EIGHTH AVENUE GOURMET DELI INC,EIGHTH AVENUE GOURMET D,134,8TH AVE,,,NEW YORK,NY,10011,0,POINT (-74.001342 40.741354)
Kings,715185,Store,JABCH,BEST EMMONS BAGEL INC,BEST EMMONS BAGEL,2253,EMMONS AVE,,,BROOKLYN,NY,11235,1500,POINT (-73.94472 40.583737)
Kings,715184,Store,JAC,520 FIFTH AVENUE FOOD INC,7 ELEVEN STORE# 34051B,520,5TH AVE,,,BROOKLYN,NY,11215,2500,POINT (-73.988433 40.666618)
Onondaga,715183,Store,JAC,ASIA SUPERMARKET SYRACUSE LLC,ASIA FOOD MARKET,1449,ERIE BLVD E,,,SYRACUSE,NY,13210,25000,POINT (-76.125541 43.049913)
